question_id,certificate,wing,subject_code,subject_name,module_number,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,difficulty,source,active
Q-PERS_DEV-0143,ABC,ALL,PERS_DEV,Personality Development,5,OIR test = Verbal and Non-verbal tests at SSB ___.,Stage 1,Stage 2,Stage 3,Final,A,Stage 1.,3,NEW,TRUE
Q-PERS_DEV-0144,ABC,ALL,PERS_DEV,Personality Development,5,Empathy works wonders in our ___.,Studies,Relationships,Career,Fitness,B,Relationships.,1,NEW,TRUE
Q-PERS_DEV-0145,ABC,ALL,PERS_DEV,Personality Development,5,Street smarts come from ___ sources.,Likely,Familiar,Difficult,Unlikely,D,Unlikely sources.,2,NEW,TRUE
Q-LEADER-0146,ABC,ALL,LEADER,Leadership,6,NOT a leadership trait:,Alertness,Speak the Truth,Loyalty,Integrity,B,Speak the Truth is not a leadership trait.,1,OMR_2024,TRUE
Q-LEADER-0147,ABC,ALL,LEADER,Leadership,6,Loyalty = faithfulness to ___.,One person,Country and organization,Own beliefs,Friends,B,"Country, organization and subordinates.",1,OMR_2024,TRUE
Q-LEADER-0148,ABC,ALL,LEADER,Leadership,6,Judgement = ___ and consistent command.,Bold,Impartial,Aggressive,Passive,B,Impartial.,2,OMR_2024,TRUE
Q-LEADER-0149,ABC,ALL,LEADER,Leadership,6,Enthusiasm = genuine interest and ___ in duties.,Fear,Laziness,Zeal,Doubt,C,Zeal.,1,OMR_2024,TRUE
Q-LEADER-0150,ABC,ALL,LEADER,Leadership,6,Second type of courage after Physical courage:,Mental,Psychological,Moral,Judgement,C,Moral Courage.,1,OMR_2024,TRUE
Q-LEADER-0151,ABC,ALL,LEADER,Leadership,6,Bearing = physical ___ dress and deportment.,Fitness,Appearance,Strength,Weight,B,Physical appearance.,2,OMR_2024,TRUE
Q-LEADER-0152,ABC,ALL,LEADER,Leadership,6,Initiative = acting ___ orders.,After,Against,Without,Beyond,C,Without orders.,3,OMR_2024,TRUE
Q-LEADER-0153,ABC,ALL,LEADER,Leadership,6,Team Spirit = loyalty and ___ for group.,Discipline,Competition,Enthusiasm,Fear,C,Enthusiasm.,1,OMR_2024,TRUE
Q-LEADER-0154,ABC,ALL,LEADER,Leadership,6,Dr APJ Abdul Kalam was ___ President of India.,9th,10th,11th,12th,C,11th President.,2,OMR_2024,TRUE
Q-LEADER-0155,ABC,ALL,LEADER,Leadership,6,India's highest civilian honour:,Padma Vibhushan,Padma Shri,Bharat Ratna,Param Vir Chakra,C,Bharat Ratna.,1,OMR_2024,TRUE
Q-LEADER-0156,ABC,ALL,LEADER,Leadership,6,Kalam's dream career was:,Teacher,Fighter Pilot,Astronaut,IAS Officer,B,Fighter Pilot.,1,OMR_2024,TRUE
Q-LEADER-0157,ABC,ALL,LEADER,Leadership,6,Rani Lakshmibai born in November 1828 in:,Jhansi,Nagpur,Mumbai,Varanasi,D,Varanasi.,2,OMR_2024,TRUE
Q-LEADER-0158,ABC,ALL,LEADER,Leadership,6,Maharana Pratap ruled:,Ajmer,Mewar,Vegad,Shekhavati,B,Mewar.,1,OMR_2024,TRUE
Q-LEADER-0159,ABC,ALL,LEADER,Leadership,6,Shivaji crowned at ___ in 1674.,Shivneri,Pune,Raigad,Bijapur,C,Raigad.,3,OMR_2024,TRUE
Q-LEADER-0160,ABC,ALL,LEADER,Leadership,6,India's first nuclear test in:,1976,1974,1992,1998,B,"Pokhran I, 1974.",2,OMR_2024,TRUE
Q-LEADER-0161,ABC,ALL,LEADER,Leadership,6,NOT an indicator of good leadership:,Morale,Discipline,Integrity,Competence,C,"Integrity is a trait, not exactly an indicator.",1,QB13,TRUE
Q-LEADER-0162,ABC,ALL,LEADER,Leadership,6,Honour Code is the ___ for each cadet's ethical behaviour.,Preamble,Foundation,Cadet's Commandments,Constitution,B,Foundation.,1,QB13,TRUE
Q-LEADER-0163,ABC,ALL,LEADER,Leadership,6,"Three factors of motivation: Material, Intellectual, and:",Personal,Leadership,Professional,Spiritual,D,Spiritual Factors.,2,QB13,TRUE
Q-LEADER-0164,ABC,ALL,LEADER,Leadership,6,Rani Lakshmibai escaped fort on horse called:,Chetak,Pavan,Badal,Sarangi,C,Badal.,1,QB13,TRUE
Q-LEADER-0165,ABC,ALL,LEADER,Leadership,6,Dr Kalam served in DRDO and:,IISc Bangalore,IIT Chennai,ISRO,Missile Development,C,ISRO.,1,QB13,TRUE
Q-LEADER-0166,ABC,ALL,LEADER,Leadership,6,Maharana Pratap fought Akbar's forces at:,Dobhigati,Mewar,Haldighati,Jaipur,C,Haldighati.,3,QB13,TRUE
Q-LEADER-0167,ABC,ALL,LEADER,Leadership,6,Tipu Sultan born at ___ in present day Bangalore Rural.,Krishnarajapuram,Nelamangala,Devanhalli,Doddaballapur,C,Devanhalli.,1,QB13,TRUE
Q-LEADER-0168,ABC,ALL,LEADER,Leadership,6,Tipu Sultan killed by British in ___ Mysore War.,Second,Third,Fourth,Fifth,C,Fourth Mysore War 1799.,1,NEW,TRUE
Q-LEADER-0169,ABC,ALL,LEADER,Leadership,6,NR Narayana Murthy co-founded:,Wipro,Mindtree,Infosys,Oracle,C,Infosys.,2,NEW,TRUE
Q-LEADER-0170,ABC,ALL,LEADER,Leadership,6,Kiran Mazumdar-Shaw founded:,Biotech Ltd,Bitcoin Ltd,Biocon Ltd,Bharat Biotech,C,Biocon Ltd.,1,NEW,TRUE
Q-LEADER-0171,ABC,ALL,LEADER,Leadership,6,Deepa Malik was first Indian woman to win medal in:,Olympics,Commonwealth Games,Asian Games,Paralympic Games,D,Paralympic Games.,1,NEW,TRUE
Q-LEADER-0172,ABC,ALL,LEADER,Leadership,6,Prakash Padukone won All-England Championship in:,1975,1980,1985,1990,B,1980.,2,NEW,TRUE
Q-LEADER-0173,ABC,ALL,LEADER,Leadership,6,Rabindranath Tagore won Nobel Prize in Literature in:,1911,1912,1913,1915,C,1913.,3,NEW,TRUE
Q-LEADER-0174,ABC,ALL,LEADER,Leadership,6,India conducted nuclear tests in 1998 at ___ in Rajasthan.,Jaipur,Udaipur,Pokhran,Jaisalmer,C,Pokhran.,1,NEW,TRUE
Q-LEADER-0175,ABC,ALL,LEADER,Leadership,6,Deepika Padukone is the ___ of Prakash Padukone.,Cousin,Niece,Grand-daughter,Daughter,D,Daughter.,2,NEW,TRUE
Q-DIS_MGT-0176,ABC,ALL,DIS_MGT,Disaster Management,7,Disaster Management Act enacted in:,2015,2009,1995,2005,D,2005.,1,OMR_2024,TRUE
Q-DIS_MGT-0177,ABC,ALL,DIS_MGT,Disaster Management,7,NDMA headed by:,PM,CDS,Defence Minister,Home Minister,A,Prime Minister.,1,OMR_2024,TRUE
Q-DIS_MGT-0178,ABC,ALL,DIS_MGT,Disaster Management,7,SDMA at state level headed by:,Chief Secretary,Chief Justice,Home Minister,Chief Minister,D,Chief Minister.,2,OMR_2024,TRUE
Q-DIS_MGT-0179,ABC,ALL,DIS_MGT,Disaster Management,7,NDRF = National Disaster ___ Force.,Reaction,Natural,Response,Reserve,C,Response Force.,1,OMR_2024,TRUE
Q-DIS_MGT-0180,ABC,ALL,DIS_MGT,Disaster Management,7,DDMA = District Disaster Management ___.,Act,Authority,Administration,Agency,B,Authority.,1,OMR_2024,TRUE
Q-DIS_MGT-0181,ABC,ALL,DIS_MGT,Disaster Management,7,Civil Defence Act enacted in:,1964,1972,1968,1985,C,1968.,2,OMR_2024,TRUE
Q-DIS_MGT-0182,ABC,ALL,DIS_MGT,Disaster Management,7,NOT a water related natural disaster:,Floods,Cloud Bursts,Tidal Waves,Draught,C,Tidal waves are coastal disasters.,3,OMR_2024,TRUE
Q-DIS_MGT-0183,ABC,ALL,DIS_MGT,Disaster Management,7,NOT a method for extinguishing fires:,Starvation,Cooling,Burning Off,Smothering,C,Burning Off.,1,OMR_2024,TRUE
Q-DIS_MGT-0184,ABC,ALL,DIS_MGT,Disaster Management,7,District final authority on Civil Defence:,District SP,DDMA,District Magistrate,Chief Minister,C,District Magistrate.,2,OMR_2024,TRUE
Q-DIS_MGT-0185,ABC,ALL,DIS_MGT,Disaster Management,7,NOT a man-made disaster:,Ecological,Terrorist attacks,Earthquakes,Acid-rains,C,Earthquakes are natural.,1,OMR_2024,TRUE
Q-DIS_MGT-0186,ABC,ALL,DIS_MGT,Disaster Management,7,"Fire triangle elements: Fuel, Heat, and:",Water,CO2,Open Space,Oxygen,D,Oxygen.,1,OMR_2024,TRUE
Q-DIS_MGT-0187,ABC,ALL,DIS_MGT,Disaster Management,7,Foam extinguisher used for:,General fires,Electrical fires,Oil fires,Metallic fires,C,Oil fires.,2,OMR_2024,TRUE
Q-DIS_MGT-0188,ABC,ALL,DIS_MGT,Disaster Management,7,"Fire spreads by conduction, radiation, convection and:",Association,Spread,Direct Burning,Infiltration,C,Direct Burning.,1,OMR_2024,TRUE
Q-DIS_MGT-0189,ABC,ALL,DIS_MGT,Disaster Management,7,NOT an essential service:,Telephone,Water Supply,Government Hospital,Cinema Hall,D,Cinema Hall.,3,OMR_2024,TRUE
Q-DIS_MGT-0190,ABC,ALL,DIS_MGT,Disaster Management,7,NCC creates ___ groups during disaster management.,"Self Defence, Communication, Sanitation","Relief, Rescue, Traffic","Shelter, Communication, Sanitation","Traffic Control, Rescue, Medical",C,"Shelter Management, Communication, Sanitation.",2,OMR_2024,TRUE
Q-DIS_MGT-0191,ABC,ALL,DIS_MGT,Disaster Management,7,NDMA stands for National Disaster Management ___.,Act,Association,Authority,Agency,C,Authority.,1,QB13,TRUE
Q-DIS_MGT-0192,ABC,ALL,DIS_MGT,Disaster Management,7,NEC = National ___ Committee.,Elective,Education,Executive,Emergency,D,Executive Committee.,1,QB13,TRUE
Q-DIS_MGT-0193,ABC,ALL,DIS_MGT,Disaster Management,7,Drought = less than ___ mm precipitation over 2 weeks.,0.2,1.0,2.0,5.0,A,0.2 mm.,2,QB13,TRUE
Q-DIS_MGT-0194,ABC,ALL,DIS_MGT,Disaster Management,7,NOT a role of NCC in social service:,Blood Donation,Crime Prevention,Tree Plantation,Awareness,B,Crime Prevention.,1,QB13,TRUE
Q-DIS_MGT-0195,ABC,ALL,DIS_MGT,Disaster Management,7,Soda Acid extinguisher used for:,Oil fires,Electrical fires,General fires,Metallic fires,C,General fires.,1,QB13,TRUE
Q-SOC_SVC-0196,ABC,ALL,SOC_SVC,Social Service & Community Development,8,Swachh Bharat Abhiyan cleans:,Streets roads and infrastructure,Provides education,Improves road safety,Provides loans,A,Clean India mission.,1,OMR_2024,TRUE
Q-SOC_SVC-0197,ABC,ALL,SOC_SVC,Social Service & Community Development,8,Aadhaar is ___ digit UID.,Ten,Fifteen,Twelve,Sixteen,C,12 digits.,1,OMR_2024,TRUE
Q-SOC_SVC-0198,ABC,ALL,SOC_SVC,Social Service & Community Development,8,MGNREGA = Mahatma Gandhi National Rural Employment ___ Act.,Generation,Guarantee,Growth,Grant,B,Guarantee.,2,OMR_2024,TRUE
Q-SOC_SVC-0199,ABC,ALL,SOC_SVC,Social Service & Community Development,8,Shishu loan max = Rs ___.,25000,50000,100000,250000,B,"Rs 50,000.",1,OMR_2024,TRUE
Q-SOC_SVC-0200,ABC,ALL,SOC_SVC,Social Service & Community Development,8,Tarun loan max = Rs ___ lakhs.,25,75,50,10,D,Rs 10 lakhs.,1,OMR_2024,TRUE
Q-SOC_SVC-0201,ABC,ALL,SOC_SVC,Social Service & Community Development,8,"MUDRA loans: Shishu, Kishore, and:",Tarun,Krishna,Kuber,Kutumb,A,Tarun.,2,OMR_2024,TRUE
Q-SOC_SVC-0202,ABC,ALL,SOC_SVC,Social Service & Community Development,8,Google Pay uses ___ interface.,BHIM,CPI,UPI,RBI,C,UPI.,3,OMR_2024,TRUE
Q-SOC_SVC-0203,ABC,ALL,SOC_SVC,Social Service & Community Development,8,RuPay is India's domestic:,Debit card,Credit card,Prepaid card,Gift card,B,Credit card.,1,OMR_2024,TRUE
Q-SOC_SVC-0204,ABC,ALL,SOC_SVC,Social Service & Community Development,8,RTI = Right to ___.,Immunization,Investigation,Information,Indian Citizenship,C,Information.,2,OMR_2024,TRUE
Q-SOC_SVC-0205,ABC,ALL,SOC_SVC,Social Service & Community Development,8,POCSO defines child as below ___ years.,14,17,16,18,D,18 years.,1,OMR_2024,TRUE
Q-SOC_SVC-0206,ABC,ALL,SOC_SVC,Social Service & Community Development,8,HIV NOT spread through:,Shaking Hands,Blood Transfusion,Needles,Sexual contact,A,Shaking hands.,1,OMR_2024,TRUE
Q-SOC_SVC-0207,ABC,ALL,SOC_SVC,Social Service & Community Development,8,HIV = Human Immuno-___ Virus.,Immunisation Direct,Immune Destroying,Immuno-destructive,Immuno-deficiency,D,Deficiency.,2,OMR_2024,TRUE
Q-SOC_SVC-0208,ABC,ALL,SOC_SVC,Social Service & Community Development,8,Make in India aims to ___ manufacturing.,Reduce,Export,Facilitate,Control,C,Facilitate manufacturing.,1,OMR_2024,TRUE
Q-SOC_SVC-0209,ABC,ALL,SOC_SVC,Social Service & Community Development,8,NGO = Non-___ Organisation.,Geographical,Government,Nat Geo,Governing,B,Non-Government.,3,OMR_2024,TRUE
Q-SOC_SVC-0210,ABC,ALL,SOC_SVC,Social Service & Community Development,8,KUSUM scheme promotes:,Solar power for farmers,Rural roads,Urban housing,Skill development,A,Solar farming.,2,OMR_2024,TRUE
Q-SOC_SVC-0211,ABC,ALL,SOC_SVC,Social Service & Community Development,8,NDHM aims to ___ healthcare in India.,Privatise,Digitally link,Restrict,Regulate only,B,Digitally link practitioners and patients.,1,QB13,TRUE
Q-SOC_SVC-0212,ABC,ALL,SOC_SVC,Social Service & Community Development,8,Trojans are malware that ___.,Replicate,Disguise as harmless software,Delete files,Send spam,B,Disguise as harmless software.,1,QB13,TRUE
Q-SOC_SVC-0213,ABC,ALL,SOC_SVC,Social Service & Community Development,8,Keyloggers record victims' ___.,Emails,Keystrokes,Photos,Calls,B,Keystrokes.,2,QB13,TRUE
Q-SOC_SVC-0214,ABC,ALL,SOC_SVC,Social Service & Community Development,8,Biometric features make phone access:,Easy,Slow,Nearly impossible for unauthorized access,Faster,C,Nearly impossible for unauthorized access.,1,QB13,TRUE
Q-SOC_SVC-0215,ABC,ALL,SOC_SVC,Social Service & Community Development,8,UIDAI governs:,UPI,BHIM,Aadhaar,RuPay,C,Aadhaar.,1,QB13,TRUE
Q-SOC_SVC-0216,ABC,ALL,SOC_SVC,Social Service & Community Development,8,Stand-up India targets entrepreneurship among:,Youth,SCs/STs and women,Farmers,Engineers,B,"SCs, STs and women.",3,QB13,TRUE
Q-SOC_SVC-0217,ABC,ALL,SOC_SVC,Social Service & Community Development,8,Caste system is ___ practiced in India for centuries.,Land System,Social hierarchy,Dowry System,Monetary System,B,Social hierarchy.,1,QB13,TRUE
Q-SOC_SVC-0218,ABC,ALL,SOC_SVC,Social Service & Community Development,8,Bribery = improper use of gifts for ___.,Public service,Personal gain,Donations,Rewards,B,Personal gain.,1,NEW,TRUE
Q-SOC_SVC-0219,ABC,ALL,SOC_SVC,Social Service & Community Development,8,"With ___ youth 10-24, India has world's largest youth population.",356 million,256 million,456 million,156 million,A,356 million.,2,NEW,TRUE
Q-SOC_SVC-0220,ABC,ALL,SOC_SVC,Social Service & Community Development,8,Jan Dhan Yojana uses Aadhaar as main document for:,Tax filing,Bank account opening,Passport,Driving licence,B,Opening bank account.,1,NEW,TRUE
Q-HLTH_HYG-0221,ABC,ALL,HLTH_HYG,Health & Hygiene,9,Surya Namaskar has ___ yoga postures.,8,12,10,16,B,12 postures.,1,OMR_2024,TRUE
Q-HLTH_HYG-0222,ABC,ALL,HLTH_HYG,Health & Hygiene,9,Holger-Nielson Method = ___ performed on victim.,Wound bandaging,Shock treatment,Artificial Respiration,Backache relief,C,Artificial Respiration.,1,OMR_2024,TRUE
Q-HLTH_HYG-0223,ABC,ALL,HLTH_HYG,Health & Hygiene,9,Chlorine/Bleaching powder purification = ___.,Precipitation,Pinking,Sterilization,Clarification,C,Sterilization.,2,OMR_2024,TRUE
Q-HLTH_HYG-0224,ABC,ALL,HLTH_HYG,Health & Hygiene,9,Alum used in ___ water purification.,Sterilization,Clarification,Precipitation,Pinking,C,Precipitation/Coagulation.,1,OMR_2024,TRUE
Q-HLTH_HYG-0225,ABC,ALL,HLTH_HYG,Health & Hygiene,9,Adult pulse rate = ___ bpm.,90-100,72,100-140,80,B,72 bpm.,1,OMR_2024,TRUE
Q-HLTH_HYG-0226,ABC,ALL,HLTH_HYG,Health & Hygiene,9,Boil water for ___ minutes.,20,30,45,60,B,30 minutes.,2,OMR_2024,TRUE
Q-HLTH_HYG-0227,ABC,ALL,HLTH_HYG,Health & Hygiene,9,Temporary camp latrine type:,Deep Trench,Water Carriage,Shallow Trench,Removal System,C,Shallow Trench.,3,OMR_2024,TRUE
Q-HLTH_HYG-0228,ABC,ALL,HLTH_HYG,Health & Hygiene,9,Mosquito-borne diseases include:,Dengue only,Malaria only,Filariasis only,All three,D,"Dengue, Malaria, Filariasis.",1,OMR_2024,TRUE
Q-HLTH_HYG-0229,ABC,ALL,HLTH_HYG,Health & Hygiene,9,Science of preserving community health:,Sanitation,Health,Hygiene,Sanitization,C,Hygiene.,2,OMR_2024,TRUE
Q-HLTH_HYG-0230,ABC,ALL,HLTH_HYG,Health & Hygiene,9,Skin is an ___ organ.,Nervous System,Respiratory,Excretory,Digestive,C,Excretory organ.,1,OMR_2024,TRUE
Q-HLTH_HYG-0231,ABC,ALL,HLTH_HYG,Health & Hygiene,9,Blunt instrument wound = ___ wound.,Puncture,Lacerated,Contusion,Inside,B,Lacerated.,1,OMR_2024,TRUE
Q-HLTH_HYG-0232,ABC,ALL,HLTH_HYG,Health & Hygiene,9,HIV spreads via:,Needles only,Blood only,All routes,Sexual contact only,C,"Needles, blood, sexual contact.",2,OMR_2024,TRUE
Q-HLTH_HYG-0233,ABC,ALL,HLTH_HYG,Health & Hygiene,9,Cook house soakage pit: ___ ft deep x ___ ft wide.,5x6,4x6,6x4.5,4x4,C,6 ft deep x 4.5 ft wide.,1,OMR_2024,TRUE
Q-HLTH_HYG-0234,ABC,ALL,HLTH_HYG,Health & Hygiene,9,Nervous System organs: Brain and ___.,Heart,Lungs,Nerves,Neck,C,Nerves.,3,OMR_2024,TRUE
Q-HLTH_HYG-0235,ABC,ALL,HLTH_HYG,Health & Hygiene,9,HIV infection from blood donation is ___ because needles are safe.,May not be,May be,False,True,D,True - needles are safe.,2,OMR_2024,TRUE
Q-HLTH_HYG-0236,ABC,ALL,HLTH_HYG,Health & Hygiene,9,Average sleep requirement is ___ hours.,6,7-8,9,10,B,7-8 hours.,1,QB13,TRUE
Q-HLTH_HYG-0237,ABC,ALL,HLTH_HYG,Health & Hygiene,9,Funnel Urinal type used in ___ camps.,Permanent,Temporary,Field,All,B,Temporary camps.,1,QB13,TRUE
Q-HLTH_HYG-0238,ABC,ALL,HLTH_HYG,Health & Hygiene,9,Trikonasana maintains good health of ___.,Heart,Lungs,Spinal Cord,Kidneys,C,Spinal Cord.,2,QB13,TRUE
Q-HLTH_HYG-0239,ABC,ALL,HLTH_HYG,Health & Hygiene,9,Syringe is NOT required for ___.,Wound dressing,Injection,Blood draw,IV drip,A,Not needed for wound dressing.,1,QB13,TRUE
Q-HLTH_HYG-0240,ABC,ALL,HLTH_HYG,Health & Hygiene,9,Pulse rate of infant is ___ bpm.,72,90-100,100-140,80,C,100-140 bpm.,1,QB13,TRUE
Q-ADVENT-0241,ABC,ALL,ADVENT,Adventure,10,Trekking = long adventurous journey on ___.,Vehicle,Horse,Foot,Cycle,C,Foot.,1,OMR_2024,TRUE
Q-ADVENT-0242,ABC,ALL,ADVENT,Adventure,10,Dynamic ropes ___ fall energy.,Transmit,Amplify,Absorb,Redirect,C,Absorb fall energy.,1,OMR_2024,TRUE
Q-ADVENT-0243,ABC,ALL,ADVENT,Adventure,10,Carabiners = metal loops with ___ gates.,Locking,Spring-loaded,Screw-gate,Magnetic,B,Spring-loaded gates.,2,OMR_2024,TRUE
Q-ADVENT-0244,ABC,ALL,ADVENT,Adventure,10,Ascenders also called:,Mittons,Carabiners,Jumars,Quickdraws,C,Jumars.,1,OMR_2024,TRUE
Q-ADVENT-0245,ABC,ALL,ADVENT,Adventure,10,Slithering also called:,Gliding,Rope Sliding,Fast Roping,Speed Descending,C,Fast Roping.,1,OMR_2024,TRUE
Q-ADVENT-0246,ABC,ALL,ADVENT,Adventure,10,Parasailing above ___ feet discouraged.,150,300,600,1000,C,600 feet.,2,OMR_2024,TRUE
Q-ADVENT-0247,ABC,ALL,ADVENT,Adventure,10,Parasailing not recommended below ___ years.,12,16,18,21,B,16 years.,3,OMR_2024,TRUE
Q-ADVENT-0248,ABC,ALL,ADVENT,Adventure,10,Avoid parasailing above ___ knots wind speed.,5,25,15,32,C,15 knots.,1,OMR_2024,TRUE
Q-ADVENT-0249,ABC,ALL,ADVENT,Adventure,10,Parasailing is same as Paragliding.,True,False,Sometimes,Often,B,False.,2,OMR_2024,TRUE
Q-ADVENT-0250,ABC,ALL,ADVENT,Adventure,10,Crimping = grabbing hold with ___.,Full hand,Palm,Fingertips only,Wrist,C,Fingertips only.,1,OMR_2024,TRUE
Q-ADVENT-0251,ABC,ALL,ADVENT,Adventure,10,Chimneying = climbing between ___.,Two holds,Opposing rock faces,A crack,Smooth rock,B,Opposing rock faces.,1,OMR_2024,TRUE
Q-ADVENT-0252,ABC,ALL,ADVENT,Adventure,10,Variometer gauges ___ in parasailing.,Speed,Temperature,Ascent and descent,Direction,C,Ascent and descent.,2,OMR_2024,TRUE
Q-ADVENT-0253,ABC,ALL,ADVENT,Adventure,10,Slithering useful for deploying troops from ___.,Ships,Tanks,Helicopter,Trucks,C,Helicopter.,1,OMR_2024,TRUE
Q-ADVENT-0254,ABC,ALL,ADVENT,Adventure,10,NOT an aim of trekking expedition:,Develop leadership,Develop courage,Reach mountain summit,Develop confidence,C,Reaching summit is not an NCC aim.,3,OMR_2024,TRUE
Q-ADVENT-0255,ABC,ALL,ADVENT,Adventure,10,Fully loaded touring cyclists carry ___.,Only water,Nothing,"Food, equipment, tent",Only tools,C,Everything including tent.,2,OMR_2024,TRUE
Q-ADVENT-0256,ABC,ALL,ADVENT,Adventure,10,Static ropes also called ___ ropes.,Belaying,Climbing,Low elongation,Dynamic,C,Low elongation ropes.,1,QB13,TRUE
Q-ADVENT-0257,ABC,ALL,ADVENT,Adventure,10,Quickdraws are ___ connectors in rock climbing.,Permanent,Short sling,Rope-based,Magnetic,B,Short sling connectors.,1,QB13,TRUE
Q-ADVENT-0258,ABC,ALL,ADVENT,Adventure,10,Parasailing done with help of ___.,Jeep only,Boat only,Truck only,All of these,D,"Jeep, boat or truck.",2,QB13,TRUE
Q-ADVENT-0259,ABC,ALL,ADVENT,Adventure,10,Parakiting is same as ___.,Microlighting,Gliding,Parasailing,Windsurfing,C,Parasailing.,1,QB13,TRUE
Q-ADVENT-0260,ABC,ALL,ADVENT,Adventure,10,NOT a land-based NCC adventure activity:,Trekking,Rock Climbing,Roller Skating,Scuba Diving,D,Scuba Diving.,1,QB13,TRUE
Q-ENV_AWR-0261,BC,ALL,ENV_AWR,Environmental Awareness & Conservation,11,CFCs in ACs cause ___.,Global Warming,Acid Rain,Ozone Hole,Radiation,C,Ozone Hole.,1,OMR_2024,TRUE
Q-ENV_AWR-0262,BC,ALL,ENV_AWR,Environmental Awareness & Conservation,11,Global Warming = temperature rise from ___.,Solar flares,Ozone loss,Greenhouse gases,Volcanoes,C,Greenhouse gases.,1,OMR_2024,TRUE
Q-ENV_AWR-0263,BC,ALL,ENV_AWR,Environmental Awareness & Conservation,11,Acid Rain causes all EXCEPT:,Exfoliation of limestone,Kills fish,Reduces soil nutrients,Promotes plant growth,D,Acid rain kills plants not promotes.,2,OMR_2024,TRUE
Q-ENV_AWR-0264,BC,ALL,ENV_AWR,Environmental Awareness & Conservation,11,UV rays filtered by ___ in stratosphere.,UV Filter,Carbon Layer,Ozone Layer,Nitrogen Layer,C,Ozone Layer.,1,OMR_2024,TRUE
Q-ENV_AWR-0265,BC,ALL,ENV_AWR,Environmental Awareness & Conservation,11,Chipko Movement led by:,Anna Hazare,Sunder Lal Bahuguna,Medha Patkar,Vandana Shiva,B,Sunder Lal Bahuguna.,1,OMR_2024,TRUE
Q-ENV_AWR-0266,BC,ALL,ENV_AWR,Environmental Awareness & Conservation,11,Roof catchment rainwater harvesting for:,Rural areas,Towns and Cities,Deserts,Hills,B,Towns and Cities.,2,OMR_2024,TRUE
Q-ENV_AWR-0267,BC,ALL,ENV_AWR,Environmental Awareness & Conservation,11,Energy conservation means ___ wasteful use.,Increasing,Maintaining,Preventing,Monitoring,C,Preventing wasteful use.,3,OMR_2024,TRUE
Q-ENV_AWR-0268,BC,ALL,ENV_AWR,Environmental Awareness & Conservation,11,Deforestation does NOT ___ soil erosion.,Cause,Reduce,Prevent,Increase,C,Prevent - deforestation increases erosion.,1,OMR_2024,TRUE
Q-ENV_AWR-0269,BC,ALL,ENV_AWR,Environmental Awareness & Conservation,11,Much of world's fresh water consumed by:,Domestic,Industrial,Agricultural,All sectors,D,All sectors.,2,OMR_2024,TRUE
Q-ENV_AWR-0270,BC,ALL,ENV_AWR,Environmental Awareness & Conservation,11,Acid rain from SO2 and ___.,CFC,Nitrogen Oxide,Carbon Monoxide,Ozone,B,Nitrogen Oxide.,1,OMR_2024,TRUE
Q-ENV_AWR-0271,BC,ALL,ENV_AWR,Environmental Awareness & Conservation,11,Ground catchment system best for ___ communities.,Large urban,Small communities,Industrial,Mountain,B,Small communities.,1,OMR_2024,TRUE
Q-ENV_AWR-0272,BC,ALL,ENV_AWR,Environmental Awareness & Conservation,11,Water recycling for industrial = Cooling water ___.,Recycling,Recirculation,Both,Treatment,C,Cooling Water Recirculation.,2,OMR_2024,TRUE
Q-ENV_AWR-0273,BC,ALL,ENV_AWR,Environmental Awareness & Conservation,11,Resource deterioration also called:,Depletion,Degradation,Pollution,Decline,B,Degradation.,1,OMR_2024,TRUE
Q-ENV_AWR-0274,BC,ALL,ENV_AWR,Environmental Awareness & Conservation,11,Ecological man-made disasters include ___ accidents.,Road,Industrial,Nuclear,Railway,C,Nuclear accidents.,3,OMR_2024,TRUE
Q-ENV_AWR-0275,BC,ALL,ENV_AWR,Environmental Awareness & Conservation,11,Energy consumption increased by ___.,Rural migration to urban,Less infrastructure,Reduced income,Lower population,A,Rural to urban migration.,2,OMR_2024,TRUE
Q-OBS_TRG-0276,ABC,ALL,OBS_TRG,Obstacle Training,12,High Wall height = ___ feet.,Seven,Six and a half,Six,Eight,C,6 feet.,1,OMR_2024,TRUE
Q-OBS_TRG-0277,ABC,ALL,OBS_TRG,Obstacle Training,12,Obstacle to obstacle distance = ___ feet.,25,40,30,50,C,30 feet.,1,OMR_2024,TRUE
Q-OBS_TRG-0278,ABC,ALL,OBS_TRG,Obstacle Training,12,Straight Balance length = ___ feet.,10,12,14,18,B,12 feet.,2,OMR_2024,TRUE
Q-OBS_TRG-0279,ABC,ALL,OBS_TRG,Obstacle Training,12,Straight Balance plank = ___ inches above ground.,12,24,18,36,C,18 inches.,1,OMR_2024,TRUE
Q-OBS_TRG-0280,ABC,ALL,OBS_TRG,Obstacle Training,12,Clear Jump beam = ___ feet above ground.,1.5,2.5,3,3.5,B,2.5 feet.,1,OMR_2024,TRUE
Q-OBS_TRG-0281,ABC,ALL,OBS_TRG,Obstacle Training,12,Zig Zag Balance total beam = ___ feet.,12,15,18,24,C,18 feet.,2,OMR_2024,TRUE
Q-OBS_TRG-0282,ABC,ALL,OBS_TRG,Obstacle Training,12,Obstacle Course competition during ___ camp.,AINSC,AIVSC,AITSC,RDC,C,AITSC.,3,OMR_2024,TRUE
